tick,time_s,ns_count,ew_count,total_vehicles,ns_queue,ew_queue,avg_wait_s,total_passed,total_spawned,emergency_events,emergency_active,phase,signal_state,green_remaining_s,adaptive_green_s,mode,pred_ns,pred_ew,ml_confidence
1033,17.216666666666665,28,8,36,26,0,0.0,0,55,3,1,1,green,18.57,30.5,normal,27.75,8.25,0.4
1034,17.233333333333334,28,8,36,26,0,0.0,0,55,3,1,1,green,18.55,30.5,normal,27.85,8.25,0.4
1035,17.25,28,8,36,26,0,0.0,0,55,3,1,1,green,18.53,30.5,normal,27.9,8.25,0.4
1036,17.266666666666666,28,8,36,26,0,0.0,0,55,3,1,1,green,18.52,30.5,normal,27.95,8.25,0.4
1037,17.283333333333335,28,8,36,26,0,0.0,0,55,3,1,1,green,18.5,30.5,normal,28.0,8.25,0.4
1038,17.3,28,8,36,26,0,0.0,0,55,3,1,1,green,18.48,30.5,normal,28.0,8.25,0.4
1039,17.316666666666666,28,8,36,26,0,0.0,0,55,3,1,1,green,18.47,30.5,normal,28.0,8.25,0.4
1040,17.333333333333332,28,8,36,26,0,0.0,0,55,3,1,1,green,18.45,30.5,normal,28.0,8.25,0.4
1041,17.35,28,8,36,26,0,0.0,0,55,3,1,1,green,18.43,30.5,normal,28.0,8.25,0.4
1042,17.366666666666667,28,8,36,26,0,0.0,0,55,3,1,1,green,18.42,30.5,normal,28.0,8.25,0.4
1043,17.383333333333333,28,8,36,26,0,0.0,0,55,3,1,1,green,18.4,30.5,normal,28.0,8.25,0.4
1044,17.4,28,8,36,26,0,0.0,0,55,3,1,1,green,18.38,30.5,normal,28.0,8.25,0.4
1045,17.416666666666668,28,8,36,26,0,0.0,0,55,3,1,1,green,18.37,30.5,normal,28.0,8.25,0.4
1046,17.433333333333334,28,8,36,26,0,0.0,0,55,3,1,1,green,18.35,30.5,normal,28.0,8.25,0.4
1047,17.45,28,8,36,26,0,0.0,0,55,3,1,1,green,18.33,30.5,normal,28.0,8.25,0.4
1048,17.466666666666665,28,8,36,26,0,0.0,0,55,3,1,1,green,18.32,30.5,normal,28.0,8.25,0.4
1049,17.483333333333334,28,8,36,26,0,0.0,0,55,3,1,1,green,18.3,30.5,normal,28.0,8.2,0.4
1050,17.5,28,8,36,26,0,0.0,0,55,3,1,1,green,18.28,30.5,normal,28.0,8.15,0.4
1051,17.516666666666666,28,8,36,26,0,0.0,0,55,3,1,1,green,18.27,30.5,normal,28.0,8.1,0.4
1052,17.533333333333335,28,9,37,26,0,0.0,0,56,3,1,1,green,18.25,30.5,normal,28.0,8.1,0.4
1053,17.55,28,9,37,26,0,0.0,0,56,3,1,1,green,18.23,30.5,normal,28.0,8.1,0.4
1054,17.566666666666666,28,9,37,26,0,0.0,0,56,3,1,1,green,18.22,30.5,normal,28.0,8.15,0.4
1055,17.583333333333332,28,9,37,26,0,0.0,0,56,3,1,1,green,18.2,30.5,normal,28.0,8.2,0.4
1056,17.6,28,9,37,26,0,0.0,0,56,3,1,1,green,18.18,30.5,normal,28.0,8.25,0.4
1057,17.616666666666667,28,9,37,26,0,0.0,0,56,3,1,1,green,18.17,30.5,normal,28.0,8.3,0.4
1058,17.633333333333333,28,9,37,27,0,0.0,0,56,3,1,1,green,18.15,30.5,normal,28.0,8.35,0.4
1059,17.65,28,9,37,27,0,0.0,0,56,3,1,1,green,18.13,30.5,normal,28.0,8.4,0.4
1060,17.666666666666668,28,9,37,27,0,0.0,0,56,3,1,1,green,18.12,30.5,normal,28.0,8.45,0.4
1061,17.683333333333334,28,9,37,28,0,0.0,0,56,3,1,1,green,18.1,30.5,normal,28.0,8.5,0.4
1062,17.7,28,9,37,28,0,0.0,0,56,3,1,1,green,18.08,30.5,normal,28.0,8.55,0.4
1063,17.716666666666665,28,9,37,28,0,0.0,0,56,3,1,1,green,18.07,30.5,normal,28.0,8.6,0.4
1064,17.733333333333334,28,9,37,28,0,0.0,0,56,3,1,1,green,18.05,30.5,normal,28.0,8.65,0.4
1065,17.75,28,9,37,28,0,0.0,0,56,3,1,1,green,18.03,30.5,normal,28.0,8.7,0.4
1066,17.766666666666666,28,9,37,28,0,0.0,0,56,3,1,1,green,18.02,30.5,normal,28.0,8.75,0.4
1067,17.783333333333335,28,9,37,28,0,0.0,0,56,3,1,1,green,18.0,30.5,normal,28.0,8.8,0.4
1068,17.8,28,9,37,28,0,0.0,0,56,3,1,1,green,17.98,30.5,normal,28.0,8.85,0.4
1069,17.816666666666666,28,9,37,28,0,0.0,0,56,3,1,1,green,17.97,30.5,normal,28.0,8.9,0.4
1070,17.833333333333332,28,9,37,28,0,0.0,0,56,3,1,1,green,17.95,30.5,normal,28.0,8.95,0.4
1071,17.85,28,9,37,28,0,0.0,0,56,3,1,1,green,17.93,30.5,normal,28.0,9.0,0.4
1072,17.866666666666667,28,9,37,28,0,0.0,0,56,3,1,1,green,17.92,30.5,normal,28.0,9.0,0.4
1073,17.883333333333333,28,9,37,28,0,0.0,0,56,3,1,1,green,17.9,30.5,normal,28.0,9.0,0.4
1074,17.9,28,9,37,28,0,0.0,0,56,3,1,1,green,17.88,30.5,normal,28.0,9.0,0.4
1075,17.916666666666668,28,9,37,28,0,0.0,0,56,3,1,1,green,17.87,30.5,normal,28.0,9.0,0.4
1076,17.933333333333334,28,9,37,28,0,0.0,0,56,3,1,1,green,17.85,30.5,normal,28.0,9.0,0.4
1077,17.95,28,9,37,28,0,0.0,0,56,3,1,1,green,17.83,30.5,normal,28.0,9.0,0.4
1078,17.966666666666665,28,9,37,28,0,0.0,0,56,3,1,1,green,17.82,30.5,normal,28.0,9.0,0.4
1079,17.983333333333334,28,9,37,28,0,0.0,0,56,3,1,1,green,17.8,30.5,normal,28.0,9.0,0.4
1080,18.0,28,9,37,28,0,0.0,0,56,3,1,1,green,17.78,30.5,normal,28.0,9.0,0.4
1081,18.016666666666666,28,9,37,28,0,0.0,0,56,3,1,1,green,17.77,30.5,normal,28.0,9.0,0.4
1082,18.033333333333335,28,9,37,28,0,0.0,0,56,3,1,1,green,17.75,30.5,normal,28.0,9.0,0.4
1083,18.05,28,9,37,28,0,0.0,0,56,3,1,1,green,17.73,30.5,normal,28.0,9.0,0.4
1084,18.066666666666666,28,9,37,28,0,0.0,0,56,3,1,1,green,17.72,30.5,normal,28.0,9.0,0.4
1085,18.083333333333332,28,9,37,28,0,0.0,0,56,3,1,1,green,17.7,30.5,normal,28.0,9.0,0.4
1086,18.1,28,9,37,28,0,0.0,0,56,3,1,1,green,17.68,30.5,normal,28.0,9.0,0.4
1087,18.116666666666667,28,9,37,28,0,0.0,0,56,3,1,1,green,17.67,30.5,normal,28.0,9.0,0.4
1088,18.133333333333333,28,9,37,28,0,0.0,0,56,3,1,1,green,17.65,30.5,normal,28.0,9.0,0.4
1089,18.15,28,9,37,28,0,0.0,0,56,3,1,1,green,17.63,30.5,normal,28.0,9.0,0.4
1090,18.166666666666668,28,9,37,28,0,0.0,0,56,3,1,1,green,17.62,30.5,normal,28.0,9.0,0.4
1091,18.183333333333334,28,8,36,28,0,0.0,0,56,3,1,1,green,17.6,30.5,normal,28.0,9.0,0.4
1092,18.2,30,8,38,28,0,0.0,0,58,3,1,1,green,17.58,30.5,normal,28.1,8.95,0.4
1093,18.216666666666665,30,8,38,28,0,0.0,0,58,3,1,1,green,17.57,30.5,normal,28.2,8.9,0.4
1094,18.233333333333334,30,8,38,28,0,0.0,0,58,3,1,1,green,17.55,30.5,normal,28.3,8.85,0.4
1095,18.25,30,7,37,28,0,0.0,0,58,3,1,1,green,17.53,30.5,normal,28.4,8.8,0.4
1096,18.266666666666666,30,7,37,28,0,0.0,0,58,3,1,1,green,17.52,30.5,normal,28.5,8.7,0.4
1097,18.283333333333335,30,7,37,28,0,0.0,0,58,3,1,1,green,17.5,30.5,normal,28.6,8.6,0.4
1098,18.3,30,7,37,28,0,0.0,0,58,3,1,1,green,17.48,30.5,normal,28.7,8.5,0.4
1099,18.316666666666666,30,7,37,28,0,0.0,0,58,3,1,1,green,17.47,30.5,normal,28.8,8.4,0.4
1100,18.333333333333332,30,7,37,28,0,0.0,0,58,3,1,1,green,17.45,30.5,normal,28.9,8.3,0.4
1101,18.35,30,7,37,28,0,0.0,0,58,3,1,1,green,17.43,30.5,normal,29.0,8.2,0.4
1102,18.366666666666667,30,7,37,28,0,0.0,0,58,3,1,1,green,17.42,30.5,normal,29.1,8.1,0.4
1103,18.383333333333333,30,7,37,28,0,0.0,0,58,3,1,1,green,17.4,30.5,normal,29.2,8.0,0.4
1104,18.4,30,8,38,28,0,0.0,0,59,3,0,1,green,17.38,30.5,normal,29.3,7.95,0.4
1105,18.416666666666668,30,8,38,28,0,0.0,0,59,3,0,1,green,17.37,30.5,normal,29.4,7.9,0.4
1106,18.433333333333334,30,8,38,28,0,0.0,0,59,3,0,1,green,17.35,30.5,normal,29.5,7.85,0.4
1107,18.45,30,8,38,28,0,0.0,0,59,3,0,1,green,17.33,30.5,normal,29.6,7.8,0.4
1108,18.466666666666665,30,8,38,28,0,0.0,0,59,3,0,1,green,17.32,30.5,normal,29.7,7.75,0.4
1109,18.483333333333334,30,8,38,28,0,0.0,0,59,3,0,1,green,17.3,30.5,normal,29.8,7.7,0.4
1110,18.5,30,8,38,28,0,0.0,0,59,3,0,1,green,17.28,30.5,normal,29.9,7.65,0.4
1111,18.516666666666666,30,8,38,28,0,0.0,0,59,3,0,1,green,17.27,30.5,normal,30.0,7.6,0.4
1112,18.533333333333335,30,8,38,28,0,0.0,0,59,3,0,1,green,17.25,30.5,normal,30.0,7.6,0.4
1113,18.55,30,8,38,28,0,0.0,0,59,3,0,1,green,17.23,30.5,normal,30.0,7.6,0.4
1114,18.566666666666666,30,8,38,28,0,0.0,0,59,3,0,1,green,17.22,30.5,normal,30.0,7.6,0.4
1115,18.583333333333332,30,8,38,28,0,0.0,0,59,3,0,1,green,17.2,30.5,normal,30.0,7.6,0.4
1116,18.6,30,8,38,28,0,0.0,0,59,3,0,1,green,17.18,30.5,normal,30.0,7.65,0.4
1117,18.616666666666667,30,8,38,28,0,0.0,0,59,3,0,1,green,17.17,30.5,normal,30.0,7.7,0.4
1118,18.633333333333333,30,8,38,28,0,0.0,0,59,3,0,1,green,17.15,30.5,normal,30.0,7.75,0.4
1119,18.65,30,8,38,28,0,0.0,0,59,3,0,1,green,17.13,30.5,normal,30.0,7.8,0.4
1120,18.666666666666668,30,8,38,28,0,0.0,0,59,3,0,1,green,17.12,30.5,normal,30.0,7.85,0.4
1121,18.683333333333334,30,8,38,28,0,0.0,0,59,3,0,1,green,17.1,30.5,normal,30.0,7.9,0.4
1122,18.7,30,8,38,28,0,0.0,0,59,3,0,1,green,17.08,30.5,normal,30.0,7.95,0.4
1123,18.716666666666665,30,9,39,28,0,0.0,0,60,3,0,1,green,17.07,30.5,normal,30.0,8.05,0.4
1124,18.733333333333334,30,9,39,28,0,0.0,0,60,3,0,1,green,17.05,30.5,normal,30.0,8.1,0.4
1125,18.75,30,9,39,28,0,0.0,0,60,3,0,1,green,17.03,30.5,normal,30.0,8.15,0.4
1126,18.766666666666666,30,9,39,28,0,0.0,0,60,3,0,1,green,17.02,30.5,normal,30.0,8.2,0.4
1127,18.783333333333335,30,9,39,28,0,0.0,0,60,3,0,1,green,17.0,30.5,normal,30.0,8.25,0.4
1128,18.8,30,9,39,28,0,0.0,0,60,3,0,1,green,16.98,30.5,normal,30.0,8.3,0.4
1129,18.816666666666666,30,9,39,28,0,0.0,0,60,3,0,1,green,16.97,30.5,normal,30.0,8.35,0.4
1130,18.833333333333332,30,9,39,28,0,0.0,0,60,3,0,1,green,16.95,30.5,normal,30.0,8.4,0.4
1131,18.85,30,9,39,28,0,0.0,0,60,3,0,1,green,16.93,30.5,normal,30.0,8.45,0.4
1132,18.866666666666667,30,9,39,28,0,0.0,0,60,3,0,1,green,16.92,30.5,normal,30.0,8.5,0.4
1133,18.883333333333333,30,9,39,28,0,0.0,0,60,3,0,1,green,16.9,30.5,normal,30.0,8.55,0.4
1134,18.9,30,9,39,28,0,0.0,0,60,3,0,1,green,16.88,30.5,normal,30.0,8.6,0.4
1135,18.916666666666668,30,9,39,30,0,0.0,0,60,3,0,1,green,16.87,30.5,normal,30.0,8.65,0.4
1136,18.933333333333334,30,9,39,30,0,0.0,0,60,3,0,1,green,16.85,30.5,normal,30.0,8.7,0.4
1137,18.95,30,9,39,30,0,0.0,0,60,3,0,1,green,16.83,30.5,normal,30.0,8.75,0.4
1138,18.966666666666665,30,9,39,30,0,0.0,0,60,3,0,1,green,16.82,30.5,normal,30.0,8.8,0.4
1139,18.983333333333334,30,9,39,30,0,0.0,0,60,3,0,1,green,16.8,30.5,normal,30.0,8.85,0.4
1140,19.0,30,9,39,30,0,0.0,0,60,3,0,1,green,16.78,30.5,normal,30.0,8.9,0.4
1141,19.016666666666666,30,9,39,30,0,0.0,0,60,3,0,1,green,16.77,30.5,normal,30.0,8.95,0.4
1142,19.033333333333335,30,9,39,30,0,0.0,0,60,3,0,1,green,16.75,30.5,normal,30.0,9.0,0.4
1143,19.05,30,9,39,30,0,0.0,0,60,3,0,1,green,16.73,30.5,normal,30.0,9.0,0.4
1144,19.066666666666666,30,9,39,30,0,0.0,0,60,3,0,1,green,16.72,30.5,normal,30.0,9.0,0.4
1145,19.083333333333332,30,9,39,30,0,0.0,0,60,3,0,1,green,16.7,30.5,normal,30.0,9.0,0.4
1146,19.1,30,9,39,30,0,0.0,0,60,3,0,1,green,16.68,30.5,normal,30.0,9.0,0.4
1147,19.116666666666667,30,9,39,30,0,0.0,0,60,3,0,1,green,16.67,30.5,normal,30.0,9.0,0.4
1148,19.133333333333333,30,9,39,30,0,0.0,0,60,3,0,1,green,16.65,30.5,normal,30.0,9.0,0.4
1149,19.15,30,9,39,30,0,0.0,0,60,3,0,1,green,16.63,30.5,normal,30.0,9.0,0.4
1150,19.166666666666668,30,9,39,30,0,0.0,0,60,3,0,1,green,16.62,30.5,normal,30.0,9.0,0.4
1151,19.183333333333334,30,9,39,30,0,0.0,0,60,3,0,1,green,16.6,30.5,normal,30.0,9.0,0.4
1152,19.2,30,9,39,30,0,0.0,0,60,3,0,1,green,16.58,30.5,normal,30.0,9.0,0.4
1153,19.216666666666665,30,9,39,30,0,0.0,0,60,3,0,1,green,16.57,30.5,normal,30.0,9.0,0.4
1154,19.233333333333334,30,9,39,30,0,0.0,0,60,3,0,1,green,16.55,30.5,normal,30.0,9.0,0.4
1155,19.25,30,9,39,30,0,0.0,0,60,3,0,1,green,16.53,30.5,normal,30.0,9.0,0.4
1156,19.266666666666666,30,9,39,30,0,0.0,0,60,3,0,1,green,16.52,30.5,normal,30.0,9.0,0.4
1157,19.283333333333335,30,9,39,30,0,0.0,0,60,3,0,1,green,16.5,30.5,normal,30.0,9.0,0.4
1158,19.3,30,9,39,30,0,0.0,0,60,3,0,1,green,16.48,30.5,normal,30.0,9.0,0.4
1159,19.316666666666666,30,9,39,30,0,0.0,0,60,3,0,1,green,16.47,30.5,normal,30.0,9.0,0.4
1160,19.333333333333332,30,9,39,30,0,0.0,0,60,3,0,1,green,16.45,30.5,normal,30.0,9.0,0.4
1161,19.35,30,9,39,30,0,0.0,0,60,3,0,1,green,16.43,30.5,normal,30.0,9.0,0.4
1162,19.366666666666667,30,8,38,30,0,0.0,0,60,3,0,1,green,16.42,30.5,normal,30.0,9.0,0.4
1163,19.383333333333333,30,8,38,30,0,0.0,0,60,3,0,1,green,16.4,30.5,normal,30.0,8.95,0.4
1164,19.4,30,8,38,30,0,0.0,0,60,3,0,1,green,16.38,30.5,normal,30.0,8.9,0.4
1165,19.416666666666668,30,8,38,30,0,0.0,0,60,3,0,1,green,16.37,30.5,normal,30.0,8.85,0.4
1166,19.433333333333334,30,8,38,30,0,0.0,0,60,3,0,1,green,16.35,30.5,normal,30.0,8.8,0.4
1167,19.45,30,8,38,30,0,0.0,0,60,3,0,1,green,16.33,30.5,normal,30.0,8.75,0.4
1168,19.466666666666665,30,8,38,30,0,0.0,0,60,3,0,1,green,16.32,30.5,normal,30.0,8.7,0.4
1169,19.483333333333334,30,8,38,30,0,0.0,0,60,3,0,1,green,16.3,30.5,normal,30.0,8.65,0.4
1170,19.5,32,8,40,30,0,0.0,0,62,3,0,1,green,16.28,30.5,normal,30.1,8.6,0.4
1171,19.516666666666666,32,8,40,30,0,0.0,0,62,3,0,1,green,16.27,30.5,normal,30.2,8.55,0.4
1172,19.533333333333335,32,8,40,30,0,0.0,0,62,3,0,1,green,16.25,30.5,normal,30.3,8.5,0.4
1173,19.55,32,8,40,30,0,0.0,0,62,3,0,1,green,16.23,30.5,normal,30.4,8.45,0.4
1174,19.566666666666666,32,9,41,30,0,0.0,0,63,3,0,1,green,16.22,30.5,normal,30.5,8.45,0.4
1175,19.583333333333332,32,9,41,30,0,0.0,0,63,3,0,1,green,16.2,30.5,normal,30.6,8.45,0.4
1176,19.6,32,9,41,30,0,0.0,0,63,3,0,1,green,16.18,30.5,normal,30.7,8.45,0.4
1177,19.616666666666667,32,9,41,30,0,0.0,0,63,3,0,1,green,16.17,30.5,normal,30.8,8.45,0.4
1178,19.633333333333333,32,9,41,30,0,0.0,0,63,3,0,1,green,16.15,30.5,normal,30.9,8.45,0.4
1179,19.65,32,9,41,30,0,0.0,0,63,3,0,1,green,16.13,30.5,normal,31.0,8.45,0.4
1180,19.666666666666668,32,9,41,30,0,0.0,0,63,3,0,1,green,16.12,30.5,normal,31.1,8.45,0.4
1181,19.683333333333334,32,9,41,30,0,0.0,0,63,3,0,1,green,16.1,30.5,normal,31.2,8.45,0.4
1182,19.7,32,9,41,30,0,0.0,0,63,3,0,1,green,16.08,30.5,normal,31.3,8.45,0.4
1183,19.716666666666665,32,9,41,30,0,0.0,0,63,3,0,1,green,16.07,30.5,normal,31.4,8.5,0.4
1184,19.733333333333334,32,9,41,30,0,0.0,0,63,3,0,1,green,16.05,30.5,normal,31.5,8.55,0.4
1185,19.75,32,9,41,30,0,0.0,0,63,3,0,1,green,16.03,30.5,normal,31.6,8.6,0.4
1186,19.766666666666666,32,9,41,30,0,0.0,0,63,3,0,1,green,16.02,30.5,normal,31.7,8.65,0.4
1187,19.783333333333335,32,9,41,30,0,0.0,0,63,3,0,1,green,16.0,30.5,normal,31.8,8.7,0.4
1188,19.8,32,9,41,30,0,0.0,0,63,3,0,1,green,15.98,30.5,normal,31.9,8.75,0.4
1189,19.816666666666666,32,9,41,30,0,0.0,0,63,3,0,1,green,15.97,30.5,normal,32.0,8.8,0.4
1190,19.833333333333332,32,9,41,30,0,0.0,0,63,3,0,1,green,15.95,30.5,normal,32.0,8.85,0.4
1191,19.85,32,9,41,30,0,0.0,0,63,3,0,1,green,15.93,30.5,normal,32.0,8.9,0.4
1192,19.866666666666667,32,9,41,30,0,0.0,0,63,3,0,1,green,15.92,30.5,normal,32.0,8.95,0.4
1193,19.883333333333333,32,8,40,30,0,0.0,0,63,3,0,1,green,15.9,30.5,normal,32.0,9.0,0.4
1194,19.9,32,8,40,30,0,0.0,0,63,3,0,1,green,15.88,30.5,normal,32.0,8.95,0.4
1195,19.916666666666668,32,8,40,30,0,0.0,0,63,3,0,1,green,15.87,30.5,normal,32.0,8.9,0.4
1196,19.933333333333334,32,8,40,30,0,0.0,0,63,3,0,1,green,15.85,30.5,normal,32.0,8.85,0.4
1197,19.95,32,8,40,30,0,0.0,0,63,3,0,1,green,15.83,30.5,normal,32.0,8.8,0.4
1198,19.966666666666665,32,8,40,30,0,0.0,0,63,3,0,1,green,15.82,30.5,normal,32.0,8.75,0.4
1199,19.983333333333334,32,8,40,30,0,0.0,0,63,3,0,1,green,15.8,30.5,normal,32.0,8.7,0.4
1200,20.0,32,9,41,30,0,0.0,0,64,3,0,1,green,15.78,30.5,normal,32.0,8.7,0.4
1201,20.016666666666666,32,9,41,30,0,0.0,0,64,3,0,1,green,15.77,30.5,normal,32.0,8.7,0.4
1202,20.033333333333335,32,9,41,30,0,0.0,0,64,3,0,1,green,15.75,30.5,normal,32.0,8.7,0.4
1203,20.05,32,9,41,30,0,0.0,0,64,3,0,1,green,15.73,30.5,normal,32.0,8.7,0.4
1204,20.066666666666666,32,9,41,30,0,0.0,0,64,3,0,1,green,15.72,30.5,normal,32.0,8.7,0.4
1205,20.083333333333332,32,9,41,30,0,0.0,0,64,3,0,1,green,15.7,30.5,normal,32.0,8.7,0.4
1206,20.1,32,9,41,30,0,0.0,0,64,3,0,1,green,15.68,30.5,normal,32.0,8.7,0.4
1207,20.116666666666667,32,9,41,30,0,0.0,0,64,3,0,1,green,15.67,30.5,normal,32.0,8.7,0.4
1208,20.133333333333333,32,9,41,30,0,0.0,0,64,3,0,1,green,15.65,30.5,normal,32.0,8.7,0.4
1209,20.15,32,9,41,30,0,0.0,0,64,3,0,1,green,15.63,30.5,normal,32.0,8.7,0.4
1210,20.166666666666668,32,9,41,30,0,0.0,0,64,3,0,1,green,15.62,30.5,normal,32.0,8.7,0.4
1211,20.183333333333334,32,9,41,30,0,0.0,0,64,3,0,1,green,15.6,30.5,normal,32.0,8.7,0.4
1212,20.2,32,9,41,30,0,0.0,0,64,3,0,1,green,15.58,30.5,normal,32.0,8.7,0.4
1213,20.216666666666665,32,9,41,32,0,0.0,0,64,3,0,1,green,15.57,30.5,normal,32.0,8.7,0.4
1214,20.233333333333334,32,9,41,32,0,0.0,0,64,3,0,1,green,15.55,30.5,normal,32.0,8.75,0.4
1215,20.25,32,9,41,32,0,0.0,0,64,3,0,1,green,15.53,30.5,normal,32.0,8.8,0.4
1216,20.266666666666666,32,9,41,32,0,0.0,0,64,3,0,1,green,15.52,30.5,normal,32.0,8.85,0.4
1217,20.283333333333335,32,9,41,32,0,0.0,0,64,3,0,1,green,15.5,30.5,normal,32.0,8.9,0.4
1218,20.3,32,9,41,32,0,0.0,0,64,3,0,1,green,15.48,30.5,normal,32.0,8.95,0.4
1219,20.316666666666666,32,9,41,32,0,0.0,0,64,3,0,1,green,15.47,30.5,normal,32.0,9.0,0.4
1220,20.333333333333332,32,9,41,32,0,0.0,0,64,3,0,1,green,15.45,30.5,normal,32.0,9.0,0.4
1221,20.35,32,9,41,32,0,0.0,0,64,3,0,1,green,15.43,30.5,normal,32.0,9.0,0.4
1222,20.366666666666667,32,9,41,32,0,0.0,0,64,3,0,1,green,15.42,30.5,normal,32.0,9.0,0.4
1223,20.383333333333333,32,9,41,32,0,0.0,0,64,3,0,1,green,15.4,30.5,normal,32.0,9.0,0.4
1224,20.4,32,9,41,32,0,0.0,0,64,3,0,1,green,15.38,30.5,normal,32.0,9.0,0.4
1225,20.416666666666668,32,9,41,32,0,0.0,0,64,3,0,1,green,15.37,30.5,normal,32.0,9.0,0.4
1226,20.433333333333334,32,9,41,32,0,0.0,0,64,3,0,1,green,15.35,30.5,normal,32.0,9.0,0.4
1227,20.45,32,9,41,32,0,0.0,0,64,3,0,1,green,15.33,30.5,normal,32.0,9.0,0.4
1228,20.466666666666665,32,9,41,32,0,0.0,0,64,3,0,1,green,15.32,30.5,normal,32.0,9.0,0.4
1229,20.483333333333334,32,9,41,32,0,0.0,0,64,3,0,1,green,15.3,30.5,normal,32.0,9.0,0.4
1230,20.5,32,9,41,32,0,0.0,0,64,3,0,1,green,15.28,30.5,normal,32.0,9.0,0.4
1231,20.516666666666666,32,9,41,32,0,0.0,0,64,3,0,1,green,15.27,30.5,normal,32.0,9.0,0.4
1232,20.533333333333335,32,9,41,32,0,0.0,0,64,3,0,1,green,15.25,30.5,normal,32.0,9.0,0.4
1233,20.55,32,9,41,32,0,0.0,0,64,3,0,1,green,15.23,30.5,normal,32.0,9.0,0.4
1234,20.566666666666666,32,9,41,32,0,0.0,0,64,3,0,1,green,15.22,30.5,normal,32.0,9.0,0.4
1235,20.583333333333332,32,9,41,32,0,0.0,0,64,3,0,1,green,15.2,30.5,normal,32.0,9.0,0.4
1236,20.6,32,9,41,32,0,0.0,0,64,3,0,1,green,15.18,30.5,normal,32.0,9.0,0.4
1237,20.616666666666667,32,9,41,32,0,0.0,0,64,3,0,1,green,15.17,30.5,normal,32.0,9.0,0.4
1238,20.633333333333333,32,8,40,32,0,0.0,0,64,3,0,1,green,15.15,30.5,normal,32.0,9.0,0.4
1239,20.65,32,8,40,32,0,0.0,0,64,3,0,1,green,15.13,30.5,normal,32.0,8.95,0.4
1240,20.666666666666668,32,8,40,32,0,0.0,0,64,3,0,1,green,15.12,30.5,normal,32.0,8.9,0.4
1241,20.683333333333334,33,8,41,32,0,0.0,0,65,3,0,1,green,15.1,30.5,normal,32.05,8.85,0.4
1242,20.7,33,8,41,32,0,0.0,0,65,3,0,1,green,15.08,30.5,normal,32.1,8.8,0.4
1243,20.716666666666665,33,8,41,32,0,0.0,0,65,3,0,1,green,15.07,30.5,normal,32.15,8.75,0.4
1244,20.733333333333334,34,8,42,32,0,0.0,0,66,3,0,1,green,15.05,30.5,normal,32.25,8.7,0.4
1245,20.75,34,8,42,32,0,0.0,0,66,3,0,1,green,15.03,30.5,normal,32.35,8.65,0.4
1246,20.766666666666666,34,8,42,32,0,0.0,0,66,3,0,1,green,15.02,30.5,normal,32.45,8.6,0.4
1247,20.783333333333335,34,8,42,32,0,0.0,0,66,3,0,1,green,15.0,30.5,normal,32.55,8.55,0.4
1248,20.8,34,8,42,32,0,0.0,0,66,3,0,1,green,14.98,30.5,normal,32.65,8.5,0.4
1249,20.816666666666666,34,9,43,32,0,0.0,0,67,3,0,1,green,14.97,30.5,normal,32.75,8.5,0.4
1250,20.833333333333332,34,9,43,32,0,0.0,0,67,3,0,1,green,14.95,30.5,normal,32.85,8.5,0.4
1251,20.85,34,9,43,32,0,0.0,0,67,3,0,1,green,14.93,30.5,normal,32.95,8.5,0.4
1252,20.866666666666667,34,9,43,32,0,0.0,0,67,3,0,1,green,14.92,30.5,normal,33.05,8.5,0.4
1253,20.883333333333333,34,9,43,32,0,0.0,0,67,3,0,1,green,14.9,30.5,normal,33.15,8.5,0.4
1254,20.9,34,9,43,32,0,0.0,0,67,3,0,1,green,14.88,30.5,normal,33.25,8.5,0.4
1255,20.916666666666668,34,9,43,32,0,0.0,0,67,3,0,1,green,14.87,30.5,normal,33.35,8.5,0.4
1256,20.933333333333334,34,9,43,32,0,0.0,0,67,3,0,1,green,14.85,30.5,normal,33.45,8.5,0.4
1257,20.95,34,9,43,32,0,0.0,0,67,3,0,1,green,14.83,30.5,normal,33.55,8.5,0.4
1258,20.966666666666665,34,9,43,32,0,0.0,0,67,3,0,1,green,14.82,30.5,normal,33.65,8.5,0.4
1259,20.983333333333334,34,9,43,32,0,0.0,0,67,3,0,1,green,14.8,30.5,normal,33.75,8.55,0.4
1260,21.0,34,9,43,32,0,0.0,0,67,3,0,1,green,14.78,30.5,normal,33.85,8.6,0.4
1261,21.016666666666666,34,8,42,32,0,0.0,0,67,3,0,1,green,14.77,30.5,normal,33.9,8.65,0.4
1262,21.033333333333335,34,8,42,32,0,0.0,0,67,3,0,1,green,14.75,30.5,normal,33.95,8.65,0.4
1263,21.05,34,8,42,32,0,0.0,0,67,3,0,1,green,14.73,30.5,normal,34.0,8.65,0.4
1264,21.066666666666666,34,8,42,32,0,0.0,0,67,3,0,1,green,14.72,30.5,normal,34.0,8.65,0.4
1265,21.083333333333332,34,8,42,32,0,0.0,0,67,3,0,1,green,14.7,30.5,normal,34.0,8.65,0.4
1266,21.1,34,8,42,32,0,0.0,0,67,3,0,1,green,14.68,30.5,normal,34.0,8.65,0.4
1267,21.116666666666667,34,8,42,32,0,0.0,0,67,3,0,1,green,14.67,30.5,normal,34.0,8.65,0.4
1268,21.133333333333333,34,8,42,32,0,0.0,0,67,3,0,1,green,14.65,30.5,normal,34.0,8.65,0.4
