tick,time_s,ns_count,ew_count,total_vehicles,ns_queue,ew_queue,avg_wait_s,total_passed,total_spawned,emergency_events,emergency_active,phase,signal_state,green_remaining_s,adaptive_green_s,mode,pred_ns,pred_ew,ml_confidence
0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,green,24.98,25.0,normal,1.5,1.2,0.4
1,0.016666666666666666,0,0,0,0,0,0.0,0,0,0,0,0,green,24.97,25.0,normal,1.3,1.05,0.4
2,0.03333333333333333,0,0,0,0,0,0.0,0,0,0,0,0,green,24.95,25.0,normal,1.3,1.0,0.4
3,0.05,0,0,0,0,0,0.0,0,0,0,0,0,green,24.93,25.0,normal,1.25,0.9,0.4
4,0.06666666666666667,0,0,0,0,0,0.0,0,0,0,0,0,green,24.92,25.0,normal,1.2,0.85,0.4
5,0.08333333333333333,0,0,0,0,0,0.0,0,0,0,0,0,green,24.9,25.0,normal,1.15,0.8,0.4
6,0.1,0,0,0,0,0,0.0,0,0,0,0,0,green,24.88,25.0,normal,1.05,0.75,0.4
7,0.11666666666666667,0,0,0,0,0,0.0,0,0,0,0,0,green,24.87,25.0,normal,0.85,0.75,0.4
8,0.13333333333333333,0,0,0,0,0,0.0,0,0,0,0,0,green,24.85,25.0,normal,0.75,0.7,0.4
9,0.15,0,0,0,0,0,0.0,0,0,0,0,0,green,24.83,25.0,normal,0.65,0.6,0.4
10,0.16666666666666666,0,0,0,0,0,0.0,0,0,0,0,0,green,24.82,25.0,normal,0.55,0.55,0.4
11,0.18333333333333332,0,0,0,0,0,0.0,0,0,0,0,0,green,24.8,25.0,normal,0.45,0.5,0.4
12,0.2,0,0,0,0,0,0.0,0,0,0,0,0,green,24.78,25.0,normal,0.3,0.5,0.4
13,0.21666666666666667,0,0,0,0,0,0.0,0,0,0,0,0,green,24.77,25.0,normal,0.3,0.45,0.4
14,0.23333333333333334,0,0,0,0,0,0.0,0,0,0,0,0,green,24.75,25.0,normal,0.2,0.35,0.4
15,0.25,0,0,0,0,0,0.0,0,0,0,0,0,green,24.73,25.0,normal,0.15,0.25,0.4
16,0.26666666666666666,0,0,0,0,0,0.0,0,0,0,0,0,green,24.72,25.0,normal,0.15,0.15,0.4
17,0.2833333333333333,0,0,0,0,0,0.0,0,0,0,0,0,green,24.7,25.0,normal,0.05,0.1,0.4
18,0.3,0,0,0,0,0,0.0,0,0,0,0,0,green,24.68,25.0,normal,0.0,0.1,0.4
19,0.31666666666666665,0,0,0,0,0,0.0,0,0,0,0,0,green,24.67,25.0,normal,0.0,0.0,0.4
20,0.3333333333333333,0,0,0,0,0,0.0,0,0,0,0,0,green,24.65,25.0,normal,0.0,0.0,0.4
21,0.35,0,0,0,0,0,0.0,0,0,0,0,0,green,24.63,25.0,normal,0.0,0.0,0.4
22,0.36666666666666664,0,0,0,0,0,0.0,0,0,0,0,0,green,24.62,25.0,normal,0.0,0.0,0.4
23,0.38333333333333336,0,0,0,0,0,0.0,0,0,0,0,0,green,24.6,25.0,normal,0.0,0.0,0.4
24,0.4,0,0,0,0,0,0.0,0,0,0,0,0,green,24.58,25.0,normal,0.0,0.0,0.4
25,0.4166666666666667,0,0,0,0,0,0.0,0,0,0,0,0,green,24.57,25.0,normal,0.0,0.0,0.4
26,0.43333333333333335,0,0,0,0,0,0.0,0,0,0,0,0,green,24.55,25.0,normal,0.0,0.0,0.4
27,0.45,0,0,0,0,0,0.0,0,0,0,0,0,green,24.53,25.0,normal,0.0,0.0,0.4
28,0.4666666666666667,0,0,0,0,0,0.0,0,0,0,0,0,green,24.52,25.0,normal,0.0,0.0,0.4
29,0.48333333333333334,0,0,0,0,0,0.0,0,0,0,0,0,green,24.5,25.0,normal,0.0,0.0,0.4
30,0.5,0,0,0,0,0,0.0,0,0,0,0,0,green,24.48,25.0,normal,0.0,0.0,0.4
31,0.5166666666666667,0,0,0,0,0,0.0,0,0,0,0,0,green,24.47,25.0,normal,0.0,0.0,0.4
32,0.5333333333333333,0,0,0,0,0,0.0,0,0,0,0,0,green,24.45,25.0,normal,0.0,0.0,0.4
33,0.55,0,0,0,0,0,0.0,0,0,0,0,0,green,24.43,25.0,normal,0.0,0.0,0.4
34,0.5666666666666667,0,0,0,0,0,0.0,0,0,0,0,0,green,24.42,25.0,normal,0.0,0.0,0.4
35,0.5833333333333334,0,0,0,0,0,0.0,0,0,0,0,0,green,24.4,25.0,normal,0.0,0.0,0.4
36,0.6,0,0,0,0,0,0.0,0,0,0,0,0,green,24.38,25.0,normal,0.0,0.0,0.4
37,0.6166666666666667,0,0,0,0,0,0.0,0,0,0,0,0,green,24.37,25.0,normal,0.0,0.0,0.4
38,0.6333333333333333,0,0,0,0,0,0.0,0,0,0,0,0,green,24.35,25.0,normal,0.0,0.0,0.4
39,0.65,0,0,0,0,0,0.0,0,0,0,0,0,green,24.33,25.0,normal,0.0,0.0,0.4
40,0.6666666666666666,0,0,0,0,0,0.0,0,0,0,0,0,green,24.32,25.0,normal,0.0,0.0,0.4
41,0.6833333333333333,0,0,0,0,0,0.0,0,0,0,0,0,green,24.3,25.0,normal,0.0,0.0,0.4
42,0.7,0,0,0,0,0,0.0,0,0,0,0,0,green,24.28,25.0,normal,0.0,0.0,0.4
43,0.7166666666666667,0,0,0,0,0,0.0,0,0,0,0,0,green,24.27,25.0,normal,0.0,0.0,0.4
44,0.7333333333333333,0,0,0,0,0,0.0,0,0,0,0,0,green,24.25,25.0,normal,0.0,0.0,0.4
45,0.75,0,0,0,0,0,0.0,0,0,0,0,0,green,24.23,25.0,normal,0.0,0.0,0.4
46,0.7666666666666667,0,0,0,0,0,0.0,0,0,0,0,0,green,24.22,25.0,normal,0.0,0.0,0.4
47,0.7833333333333333,0,0,0,0,0,0.0,0,0,0,0,0,green,24.2,25.0,normal,0.0,0.0,0.4
48,0.8,0,0,0,0,0,0.0,0,0,0,0,0,green,24.18,25.0,normal,0.0,0.0,0.4
49,0.8166666666666667,0,0,0,0,0,0.0,0,0,0,0,0,green,24.17,25.0,normal,0.0,0.0,0.4
50,0.8333333333333334,0,0,0,0,0,0.0,0,0,0,0,0,green,24.15,25.0,normal,0.0,0.0,0.4
51,0.85,0,0,0,0,0,0.0,0,0,0,0,0,green,24.13,25.0,normal,0.0,0.0,0.4
52,0.8666666666666667,0,0,0,0,0,0.0,0,0,0,0,0,green,24.12,25.0,normal,0.0,0.0,0.4
53,0.8833333333333333,0,0,0,0,0,0.0,0,0,0,0,0,green,24.1,25.0,normal,0.0,0.0,0.4
54,0.9,0,0,0,0,0,0.0,0,0,0,0,0,green,24.08,25.0,normal,0.0,0.0,0.4
55,0.9166666666666666,0,0,0,0,0,0.0,0,0,0,0,0,green,24.07,25.0,normal,0.0,0.0,0.4
56,0.9333333333333333,0,0,0,0,0,0.0,0,0,0,0,0,green,24.05,25.0,normal,0.0,0.0,0.4
57,0.95,0,0,0,0,0,0.0,0,0,0,0,0,green,24.03,25.0,normal,0.0,0.0,0.4
58,0.9666666666666667,0,0,0,0,0,0.0,0,0,0,0,0,green,24.02,25.0,normal,0.0,0.0,0.4
59,0.9833333333333333,0,0,0,0,0,0.0,0,0,0,0,0,green,24.0,25.0,normal,0.0,0.0,0.4
60,1.0,0,0,0,0,0,0.0,0,0,0,0,0,green,23.98,25.0,normal,0.0,0.0,0.4
61,1.0166666666666666,0,0,0,0,0,0.0,0,0,0,0,0,green,23.97,25.0,normal,0.0,0.0,0.4
62,1.0333333333333334,0,0,0,0,0,0.0,0,0,0,0,0,green,23.95,25.0,normal,0.0,0.0,0.4
63,1.05,0,0,0,0,0,0.0,0,0,0,0,0,green,23.93,25.0,normal,0.0,0.0,0.4
64,1.0666666666666667,0,0,0,0,0,0.0,0,0,0,0,0,green,23.92,25.0,normal,0.0,0.0,0.4
65,1.0833333333333333,0,0,0,0,0,0.0,0,0,0,0,0,green,23.9,25.0,normal,0.0,0.0,0.4
66,1.1,0,0,0,0,0,0.0,0,0,0,0,0,green,23.88,25.0,normal,0.0,0.0,0.4
67,1.1166666666666667,1,0,1,0,0,0.0,0,1,0,0,0,green,23.87,25.0,normal,0.05,0.0,0.4
68,1.1333333333333333,1,0,1,0,0,0.0,0,1,0,0,0,green,23.85,25.0,normal,0.1,0.0,0.4
69,1.15,1,0,1,0,0,0.0,0,1,0,0,0,green,23.83,25.0,normal,0.15,0.0,0.4
70,1.1666666666666667,1,0,1,0,0,0.0,0,1,0,0,0,green,23.82,25.0,normal,0.2,0.0,0.4
71,1.1833333333333333,1,0,1,0,0,0.0,0,1,0,0,0,green,23.8,25.0,normal,0.25,0.0,0.4
72,1.2,2,0,2,0,0,0.0,0,2,0,0,0,green,23.78,25.0,normal,0.35,0.0,0.4
73,1.2166666666666666,2,0,2,0,0,0.0,0,2,0,0,0,green,23.77,25.0,normal,0.45,0.0,0.4
74,1.2333333333333334,2,0,2,0,0,0.0,0,2,0,0,0,green,23.75,25.0,normal,0.55,0.0,0.4
75,1.25,2,0,2,0,0,0.0,0,2,0,0,0,green,23.73,25.0,normal,0.65,0.0,0.4
76,1.2666666666666666,2,1,3,0,0,0.0,0,3,0,0,0,green,23.72,25.0,normal,0.75,0.05,0.4
77,1.2833333333333334,2,1,3,0,0,0.0,0,3,0,0,0,green,23.7,25.0,normal,0.85,0.1,0.4
78,1.3,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.98,25.0,normal,0.95,0.2,0.4
79,1.3166666666666667,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.97,25.0,normal,1.05,0.3,0.4
80,1.3333333333333333,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.95,25.0,normal,1.15,0.4,0.4
81,1.35,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.93,25.0,normal,1.25,0.5,0.4
82,1.3666666666666667,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.92,25.0,normal,1.35,0.6,0.4
83,1.3833333333333333,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.9,25.0,normal,1.45,0.7,0.4
84,1.4,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.88,25.0,normal,1.55,0.8,0.4
85,1.4166666666666667,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.87,25.0,normal,1.65,0.9,0.4
86,1.4333333333333333,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.85,25.0,normal,1.75,1.0,0.4
87,1.45,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.83,25.0,normal,1.8,1.1,0.4
88,1.4666666666666666,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.82,25.0,normal,1.85,1.2,0.4
89,1.4833333333333334,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.8,25.0,normal,1.9,1.3,0.4
90,1.5,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.78,25.0,normal,1.95,1.4,0.4
91,1.5166666666666666,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.77,25.0,normal,2.0,1.5,0.4
92,1.5333333333333334,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.75,25.0,normal,2.0,1.6,0.4
93,1.55,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.73,25.0,normal,2.0,1.7,0.4
94,1.5666666666666667,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.72,25.0,normal,2.0,1.8,0.4
95,1.5833333333333333,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.7,25.0,normal,2.0,1.9,0.4
96,1.6,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.68,25.0,normal,2.0,1.95,0.4
97,1.6166666666666667,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.67,25.0,normal,2.0,2.0,0.4
98,1.6333333333333333,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.65,25.0,normal,2.0,2.0,0.4
99,1.65,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.63,25.0,normal,2.0,2.0,0.4
100,1.6666666666666667,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.62,25.0,normal,2.0,2.0,0.4
101,1.6833333333333333,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.6,25.0,normal,2.0,2.0,0.4
102,1.7,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.58,25.0,normal,2.0,2.0,0.4
103,1.7166666666666666,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.57,25.0,normal,2.0,2.0,0.4
104,1.7333333333333334,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.55,25.0,normal,2.0,2.0,0.4
105,1.75,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.53,25.0,normal,2.0,2.0,0.4
106,1.7666666666666666,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.52,25.0,normal,2.0,2.0,0.4
107,1.7833333333333334,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.5,25.0,normal,2.0,2.0,0.4
108,1.8,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.48,25.0,normal,2.0,2.0,0.4
109,1.8166666666666667,2,2,4,0,0,0.0,0,4,1,1,0,yellow,2.47,25.0,normal,2.0,2.0,0.4
110,1.8333333333333333,2,2,4,1,0,0.0,0,4,1,1,0,yellow,2.45,25.0,normal,2.0,2.0,0.4
111,1.85,2,2,4,1,0,0.0,0,4,1,1,0,yellow,2.43,25.0,normal,2.0,2.0,0.4
112,1.8666666666666667,2,2,4,1,0,0.0,0,4,1,1,0,yellow,2.42,25.0,normal,2.0,2.0,0.4
113,1.8833333333333333,2,2,4,1,0,0.0,0,4,1,1,0,yellow,2.4,25.0,normal,2.0,2.0,0.4
114,1.9,2,2,4,1,0,0.0,0,4,1,1,0,yellow,2.38,25.0,normal,2.0,2.0,0.4
115,1.9166666666666667,2,2,4,1,0,0.0,0,4,1,1,0,yellow,2.37,25.0,normal,2.0,2.0,0.4
116,1.9333333333333333,2,2,4,1,0,0.0,0,4,1,1,0,yellow,2.35,25.0,normal,2.0,2.0,0.4
117,1.95,2,2,4,1,0,0.0,0,4,1,1,0,yellow,2.33,25.0,normal,2.0,2.0,0.4
118,1.9666666666666666,2,2,4,1,0,0.0,0,4,1,1,0,yellow,2.32,25.0,normal,2.0,2.0,0.4
119,1.9833333333333334,2,2,4,1,0,0.0,0,4,1,1,0,yellow,2.3,25.0,normal,2.0,2.0,0.4
120,2.0,2,2,4,1,0,0.0,0,4,1,1,0,yellow,2.28,25.0,normal,2.0,2.0,0.4
121,2.0166666666666666,2,2,4,1,0,0.0,0,4,1,1,0,yellow,2.27,25.0,normal,2.0,2.0,0.4
122,2.033333333333333,2,2,4,1,0,0.0,0,4,1,1,0,yellow,2.25,25.0,normal,2.0,2.0,0.4
123,2.05,2,2,4,1,0,0.0,0,4,1,1,0,yellow,2.23,25.0,normal,2.0,2.0,0.4
124,2.066666666666667,2,2,4,1,0,0.0,0,4,1,1,0,yellow,2.22,25.0,normal,2.0,2.0,0.4
125,2.0833333333333335,2,2,4,1,0,0.0,0,4,1,1,0,yellow,2.2,25.0,normal,2.0,2.0,0.4
126,2.1,2,2,4,1,1,0.0,0,4,1,1,0,yellow,2.18,25.0,normal,2.0,2.0,0.4
127,2.1166666666666667,2,2,4,1,1,0.0,0,4,1,1,0,yellow,2.17,25.0,normal,2.0,2.0,0.4
128,2.1333333333333333,2,2,4,1,1,0.0,0,4,1,1,0,yellow,2.15,25.0,normal,2.0,2.0,0.4
129,2.15,2,2,4,1,1,0.0,0,4,1,1,0,yellow,2.13,25.0,normal,2.0,2.0,0.4
130,2.1666666666666665,2,2,4,1,1,0.0,0,4,1,1,0,yellow,2.12,25.0,normal,2.0,2.0,0.4
131,2.183333333333333,2,2,4,2,1,0.0,0,4,1,1,0,yellow,2.1,25.0,normal,2.0,2.0,0.4
132,2.2,2,2,4,2,1,0.0,0,4,1,1,0,yellow,2.08,25.0,normal,2.0,2.0,0.4
133,2.216666666666667,2,2,4,2,1,0.0,0,4,1,1,0,yellow,2.07,25.0,normal,2.0,2.0,0.4
134,2.2333333333333334,2,2,4,2,1,0.0,0,4,1,1,0,yellow,2.05,25.0,normal,2.0,2.0,0.4
135,2.25,3,2,5,2,1,0.0,0,5,1,1,0,yellow,2.03,25.0,normal,2.05,2.0,0.4
136,2.2666666666666666,3,2,5,2,1,0.0,0,5,1,1,0,yellow,2.02,25.0,normal,2.1,2.0,0.4
137,2.283333333333333,3,2,5,2,1,0.0,0,5,1,1,0,yellow,2.0,25.0,normal,2.15,2.0,0.4
138,2.3,3,2,5,2,1,0.0,0,5,1,1,0,yellow,1.98,25.0,normal,2.2,2.0,0.4
139,2.316666666666667,3,2,5,2,1,0.0,0,5,1,1,0,yellow,1.97,25.0,normal,2.25,2.0,0.4
140,2.3333333333333335,3,2,5,2,1,0.0,0,5,1,1,0,yellow,1.95,25.0,normal,2.3,2.0,0.4
141,2.35,3,2,5,2,1,0.0,0,5,1,1,0,yellow,1.93,25.0,normal,2.35,2.0,0.4
142,2.3666666666666667,3,2,5,2,1,0.0,0,5,1,1,0,yellow,1.92,25.0,normal,2.4,2.0,0.4
143,2.3833333333333333,4,2,6,2,1,0.0,0,6,1,1,0,yellow,1.9,25.0,normal,2.5,2.0,0.4
144,2.4,4,2,6,2,1,0.0,0,6,1,1,0,yellow,1.88,25.0,normal,2.6,2.0,0.4
145,2.4166666666666665,4,2,6,2,1,0.0,0,6,1,1,0,yellow,1.87,25.0,normal,2.7,2.0,0.4
146,2.433333333333333,4,2,6,2,1,0.0,0,6,1,1,0,yellow,1.85,25.0,normal,2.8,2.0,0.4
147,2.45,4,2,6,2,1,0.0,0,6,1,1,0,yellow,1.83,25.0,normal,2.9,2.0,0.4
148,2.466666666666667,4,3,7,2,1,0.0,0,7,1,1,0,yellow,1.82,25.0,normal,3.0,2.05,0.4
149,2.4833333333333334,4,3,7,2,1,0.0,0,7,1,1,0,yellow,1.8,25.0,normal,3.1,2.1,0.4
150,2.5,4,4,8,2,1,0.0,0,8,1,1,0,yellow,1.78,25.0,normal,3.2,2.2,0.4
151,2.5166666666666666,4,4,8,2,1,0.0,0,8,1,1,0,yellow,1.77,25.0,normal,3.3,2.3,0.4
152,2.533333333333333,4,4,8,2,1,0.0,0,8,1,1,0,yellow,1.75,25.0,normal,3.4,2.4,0.4
153,2.55,4,4,8,2,1,0.0,0,8,1,1,0,yellow,1.73,25.0,normal,3.5,2.5,0.4
154,2.566666666666667,4,4,8,2,1,0.0,0,8,1,1,0,yellow,1.72,25.0,normal,3.6,2.6,0.4
155,2.5833333333333335,4,4,8,2,1,0.0,0,8,1,1,0,yellow,1.7,25.0,normal,3.65,2.7,0.4
156,2.6,4,4,8,2,1,0.0,0,8,1,1,0,yellow,1.68,25.0,normal,3.7,2.8,0.4
157,2.6166666666666667,4,4,8,2,1,0.0,0,8,1,1,0,yellow,1.67,25.0,normal,3.75,2.9,0.4
158,2.6333333333333333,4,4,8,2,1,0.0,0,8,1,1,0,yellow,1.65,25.0,normal,3.8,3.0,0.4
159,2.65,4,4,8,2,1,0.0,0,8,1,1,0,yellow,1.63,25.0,normal,3.85,3.1,0.4
160,2.6666666666666665,4,4,8,2,1,0.0,0,8,1,1,0,yellow,1.62,25.0,normal,3.9,3.2,0.4
161,2.683333333333333,4,4,8,2,1,0.0,0,8,1,1,0,yellow,1.6,25.0,normal,3.95,3.3,0.4
162,2.7,4,4,8,2,1,0.0,0,8,1,1,0,yellow,1.58,25.0,normal,4.0,3.4,0.4
163,2.716666666666667,4,4,8,2,1,0.0,0,8,1,1,0,yellow,1.57,25.0,normal,4.0,3.5,0.4
164,2.7333333333333334,4,4,8,2,1,0.0,0,8,1,1,0,yellow,1.55,25.0,normal,4.0,3.6,0.4
165,2.75,4,4,8,2,1,0.0,0,8,1,1,0,yellow,1.53,25.0,normal,4.0,3.7,0.4
166,2.7666666666666666,4,4,8,2,1,0.0,0,8,1,1,0,yellow,1.52,25.0,normal,4.0,3.8,0.4
167,2.783333333333333,4,4,8,2,1,0.0,0,8,1,1,0,yellow,1.5,25.0,normal,4.0,3.9,0.4
168,2.8,4,4,8,2,1,0.0,0,8,1,1,0,yellow,1.48,25.0,normal,4.0,3.95,0.4
169,2.816666666666667,4,4,8,2,1,0.0,0,8,1,1,0,yellow,1.47,25.0,normal,4.0,4.0,0.4
170,2.8333333333333335,4,4,8,2,1,0.0,0,8,1,1,0,yellow,1.45,25.0,normal,4.0,4.0,0.4
171,2.85,4,4,8,2,1,0.0,0,8,1,1,0,yellow,1.43,25.0,normal,4.0,4.0,0.4
172,2.8666666666666667,4,4,8,2,1,0.0,0,8,1,1,0,yellow,1.42,25.0,normal,4.0,4.0,0.4
173,2.8833333333333333,4,4,8,2,1,0.0,0,8,1,1,0,yellow,1.4,25.0,normal,4.0,4.0,0.4
174,2.9,4,4,8,2,1,0.0,0,8,1,1,0,yellow,1.38,25.0,normal,4.0,4.0,0.4
175,2.9166666666666665,4,4,8,2,1,0.0,0,8,1,1,0,yellow,1.37,25.0,normal,4.0,4.0,0.4
176,2.933333333333333,4,4,8,2,1,0.0,0,8,1,1,0,yellow,1.35,25.0,normal,4.0,4.0,0.4
177,2.95,4,4,8,2,1,0.0,0,8,1,1,0,yellow,1.33,25.0,normal,4.0,4.0,0.4
178,2.966666666666667,4,4,8,3,1,0.0,0,8,1,1,0,yellow,1.32,25.0,normal,4.0,4.0,0.4
179,2.9833333333333334,4,4,8,3,1,0.0,0,8,1,1,0,yellow,1.3,25.0,normal,4.0,4.0,0.4
180,3.0,4,4,8,3,1,0.0,0,8,1,1,0,yellow,1.28,25.0,normal,4.0,4.0,0.4
181,3.0166666666666666,4,4,8,3,1,0.0,0,8,1,1,0,yellow,1.27,25.0,normal,4.0,4.0,0.4
182,3.033333333333333,4,4,8,3,1,0.0,0,8,1,1,0,yellow,1.25,25.0,normal,4.0,4.0,0.4
183,3.05,4,4,8,3,1,0.0,0,8,1,1,0,yellow,1.23,25.0,normal,4.0,4.0,0.4
184,3.066666666666667,4,4,8,3,1,0.0,0,8,1,1,0,yellow,1.22,25.0,normal,4.0,4.0,0.4
185,3.0833333333333335,4,4,8,3,1,0.0,0,8,1,1,0,yellow,1.2,25.0,normal,4.0,4.0,0.4
186,3.1,4,4,8,3,1,0.0,0,8,1,1,0,yellow,1.18,25.0,normal,4.0,4.0,0.4
187,3.1166666666666667,4,4,8,3,1,0.0,0,8,1,1,0,yellow,1.17,25.0,normal,4.0,4.0,0.4
188,3.1333333333333333,4,4,8,3,1,0.0,0,8,1,1,0,yellow,1.15,25.0,normal,4.0,4.0,0.4
189,3.15,4,4,8,3,1,0.0,0,8,1,1,0,yellow,1.13,25.0,normal,4.0,4.0,0.4
190,3.1666666666666665,4,4,8,3,1,0.0,0,8,1,1,0,yellow,1.12,25.0,normal,4.0,4.0,0.4
191,3.183333333333333,4,4,8,3,1,0.0,0,8,1,1,0,yellow,1.1,25.0,normal,4.0,4.0,0.4
192,3.2,4,4,8,3,1,0.0,0,8,1,1,0,yellow,1.08,25.0,normal,4.0,4.0,0.4
193,3.216666666666667,4,4,8,3,1,0.0,0,8,1,1,0,yellow,1.07,25.0,normal,4.0,4.0,0.4
194,3.2333333333333334,4,4,8,3,1,0.0,0,8,1,1,0,yellow,1.05,25.0,normal,4.0,4.0,0.4
195,3.25,4,4,8,3,1,0.0,0,8,1,1,0,yellow,1.03,25.0,normal,4.0,4.0,0.4
196,3.2666666666666666,4,4,8,3,1,0.0,0,8,1,1,0,yellow,1.02,25.0,normal,4.0,4.0,0.4
197,3.283333333333333,4,4,8,3,1,0.0,0,8,1,1,0,yellow,1.0,25.0,normal,4.0,4.0,0.4
198,3.3,4,4,8,3,2,0.0,0,8,1,1,0,yellow,0.98,25.0,normal,4.0,4.0,0.4
199,3.316666666666667,4,4,8,3,2,0.0,0,8,1,1,0,yellow,0.97,25.0,normal,4.0,4.0,0.4
200,3.3333333333333335,4,4,8,3,2,0.0,0,8,1,1,0,yellow,0.95,25.0,normal,4.0,4.0,0.4
201,3.35,4,4,8,3,2,0.0,0,8,1,1,0,yellow,0.93,25.0,normal,4.0,4.0,0.4
202,3.3666666666666667,4,4,8,3,2,0.0,0,8,1,1,0,yellow,0.92,25.0,normal,4.0,4.0,0.4
203,3.3833333333333333,4,4,8,3,2,0.0,0,8,1,1,0,yellow,0.9,25.0,normal,4.0,4.0,0.4
204,3.4,4,4,8,3,2,0.0,0,8,1,1,0,yellow,0.88,25.0,normal,4.0,4.0,0.4
205,3.4166666666666665,4,4,8,3,2,0.0,0,8,1,1,0,yellow,0.87,25.0,normal,4.0,4.0,0.4
206,3.433333333333333,4,4,8,3,2,0.0,0,8,1,1,0,yellow,0.85,25.0,normal,4.0,4.0,0.4
207,3.45,4,4,8,4,2,0.0,0,8,1,1,0,yellow,0.83,25.0,normal,4.0,4.0,0.4
208,3.466666666666667,5,4,9,4,2,0.0,0,9,1,1,0,yellow,0.82,25.0,normal,4.05,4.0,0.4
209,3.4833333333333334,5,4,9,4,2,0.0,0,9,1,1,0,yellow,0.8,25.0,normal,4.1,4.0,0.4
210,3.5,5,4,9,4,2,0.0,0,9,1,1,0,yellow,0.78,25.0,normal,4.15,4.0,0.4
211,3.5166666666666666,5,4,9,4,2,0.0,0,9,1,1,0,yellow,0.77,25.0,normal,4.2,4.0,0.4
212,3.533333333333333,5,4,9,4,2,0.0,0,9,1,1,0,yellow,0.75,25.0,normal,4.25,4.0,0.4
213,3.55,5,4,9,4,2,0.0,0,9,1,1,0,yellow,0.73,25.0,normal,4.3,4.0,0.4
214,3.566666666666667,5,4,9,4,2,0.0,0,9,1,1,0,yellow,0.72,25.0,normal,4.35,4.0,0.4
215,3.5833333333333335,5,4,9,4,2,0.0,0,9,1,1,0,yellow,0.7,25.0,normal,4.4,4.0,0.4
216,3.6,5,4,9,4,2,0.0,0,9,1,1,0,yellow,0.68,25.0,normal,4.45,4.0,0.4
217,3.6166666666666667,5,4,9,4,2,0.0,0,9,1,1,0,yellow,0.67,25.0,normal,4.5,4.0,0.4
218,3.6333333333333333,5,5,10,4,2,0.0,0,10,1,1,0,yellow,0.65,25.0,normal,4.55,4.05,0.4
219,3.65,5,5,10,4,2,0.0,0,10,1,1,0,yellow,0.63,25.0,normal,4.6,4.1,0.4
220,3.6666666666666665,5,5,10,4,2,0.0,0,10,1,1,0,yellow,0.62,25.0,normal,4.65,4.15,0.4
221,3.683333333333333,5,5,10,4,2,0.0,0,10,1,1,0,yellow,0.6,25.0,normal,4.7,4.2,0.4
222,3.7,5,5,10,4,2,0.0,0,10,1,1,0,yellow,0.58,25.0,normal,4.75,4.25,0.4
223,3.716666666666667,5,5,10,4,2,0.0,0,10,1,1,0,yellow,0.57,25.0,normal,4.8,4.3,0.4
224,3.7333333333333334,5,5,10,4,3,0.0,0,10,1,1,0,yellow,0.55,25.0,normal,4.85,4.35,0.4
225,3.75,5,6,11,4,3,0.0,0,11,1,1,0,yellow,0.53,25.0,normal,4.9,4.45,0.4
226,3.7666666666666666,6,6,12,4,3,0.0,0,12,1,1,0,yellow,0.52,25.0,normal,5.0,4.55,0.4
227,3.783333333333333,6,6,12,4,3,0.0,0,12,1,1,0,yellow,0.5,25.0,normal,5.1,4.65,0.4
228,3.8,6,6,12,4,3,0.0,0,12,1,1,0,yellow,0.48,25.0,normal,5.15,4.75,0.4
229,3.816666666666667,6,6,12,4,3,0.0,0,12,1,1,0,yellow,0.47,25.0,normal,5.2,4.85,0.4
230,3.8333333333333335,6,6,12,4,3,0.0,0,12,1,1,0,yellow,0.45,25.0,normal,5.25,4.95,0.4
231,3.85,6,6,12,4,3,0.0,0,12,1,1,0,yellow,0.43,25.0,normal,5.3,5.05,0.4
232,3.8666666666666667,6,6,12,4,3,0.0,0,12,1,1,0,yellow,0.42,25.0,normal,5.35,5.15,0.4
